,Canonical_smiles,Murcko,ClassI,No
7222,CC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4,O=C(NCc1ccccc1-n1cnnn1)C1CC=NN1C(=O)Cc1ccccc1,0,135
7731,C[C@H]([C@@H]1CC[C@@H](C)c2ccc(C)nc12)C(=O)Nc3ccc(Cl)c(c3)c4nc5ccccc5n4C,O=C(CC1CCCc2cccnc21)Nc1cccc(-c2nc3ccccc3[nH]2)c1,0,136
2218,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCOC(C4)C(=O)N5CCCC5)CC3)c2,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCOC(C(=O)N2CCCC2)C1,0,137
1922,CN(CCN1CCN(C1=O)c2cccc(Cl)c2)Cc3onc(C)c3,O=C1N(CCNCc2ccno2)CCN1c1ccccc1,0,138
2462,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)O)cc(OCC)c1Cl,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,139
1275,CN(C)C(=O)[C@@H]1CCCN1Cc2ccc3C[C@H](CCc3c2)N(C)C(=O)c4ccc(cc4)c5ccc(F)cc5,O=C(NC1CCc2cc(CN3CCCC3)ccc2C1)c1ccc(-c2ccccc2)cc1,1,140
2571,Clc1cccc(c1)N2CCN(CC3CCCCN3)C2=O,O=C1N(CC2CCCCN2)CCN1c1ccccc1,1,141
2103,Cc1nc2cc(ccc2s1)N3CCN(CCN4Cc5ccccc5C4)C3=O,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2scnc2c1,1,142
6320,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(Cl)c1c67,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,0,143
7100,Cl.Cn1nccc1c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3,O=C1CCc2c(Oc3ccc4c(c3)CC(NC(=O)c3cccc(-c5ccn[nH]5)c3)CC4)ccnc2N1,0,144
3277,NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2.OC(=O)C(=O)O,c1ccc(OCc2ccno2)nc1,1,145
3584,Clc1ccc(OC2CNC(C2)C(=O)N3CCCN(CC3)C4CCC4)cc1,O=C(C1CC(Oc2ccccc2)CN1)N1CCCN(C2CCC2)CC1,1,146
3914,CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ccccn5,O=c1cc(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)cnn1-c1ccccn1,0,147
2939,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,c1ccc(CCN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,148
2553,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5cc(cc(C)n5)C(F)(F)F,c1ccc(-n2cc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cn2)nc1,0,149
4716,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,0,150
5512,CC(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C,c1ccc(Nc2cc(NC3CC3)n3nccc3n2)cc1,0,151
545,CN(C)CC\C=C/1\c2ccccc2COc3ccccc13,C=C1c2ccccc2COc2ccccc21,1,152
5956,OCCOC[C@H](Oc1ncnc2c1cnn2c3c(Cl)cccc3Cl)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,0,153
6959,C[C@@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cccnc5F,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,1,154
632,CN(CCCCN1CCN(CC1)c2cccc(NC(=O)C)c2)S(=O)(=O)CC3CCCCC3,O=S(=O)(CC1CCCCC1)NCCCCN1CCN(c2ccccc2)CC1,1,155
483,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C,O=C1OC2CC1C1CC3OC34C(=O)OC2C14,0,156
5860,COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCNC1,0,157
6773,COc1cc(CCN2CCN(CC(F)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,158
5400,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)C4=Nn5c(CC4)nnc5C(F)(F)F)CC1,c1cc(C2CCN(C3=Nn4cnnc4CC3)CC2)ccc1OCCN1CCNCC1,0,159
1340,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F,O=C(NCc1ccccc1)C1CCCN1C(=O)CCCc1ccccc1,0,160
3097,COc1ccc(Cn2cnc3c(NS(=O)(=O)C)c(C)c(C)cc23)cc1,c1ccc(Cn2cnc3ccccc32)cc1,0,161
2932,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccccc5)n2C,c1ccc(C23CCN(CCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1,1,162
706,CC(C)N1CCN(CC1)C(=O)N2CCC(Cc3ccccc3)CC2,O=C(N1CCNCC1)N1CCC(Cc2ccccc2)CC1,0,163
4425,N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccccc4,O=C1NC(=O)C(=Cc2cccc(-c3ccccc3)c2N2CCCCC2)S1,0,164
7118,Cc1c(nc2ccc(cn12)N3C=CC(=CC3=O)OCc4ccc(Cl)cc4)C5CC5,O=c1cc(OCc2ccccc2)ccn1-c1ccc2nc(C3CC3)cn2c1,1,165
4917,COc1c(C)cc(cc1C)[C@@]2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1,0,166
3623,Oc1ccc(cc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccccc3)CC2)C1,1,167
3046,Cc1ncccc1N2C[C@@]3(CC[C@@H](CC3)c4nc5cc(OC(F)(F)F)ccc5[nH]4)OC2=O,O=C1OC2(CCC(c3nc4ccccc4[nH]3)CC2)CN1c1cccnc1,0,168
884,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN3CCC[C@@H](Cc4ccc(F)cc4)C3)c1,O=C(Nc1ccccc1)NC1CCCCC1CN1CCCC(Cc2ccccc2)C1,1,169
3178,CN1CCN(CC1)c2ccc(cc2)c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3,c1cc(N2CCN(Cc3ccon3)CC2)c2nc(-c3ccc(N4CCNCC4)cc3)[nH]c2n1,1,170
7413,Cl.CN(C\C=C\c1ccc(cc1)C(F)(F)F)Cc2ccc3CCCCc3c2,C(=Cc1ccccc1)CNCc1ccc2c(c1)CCCC2,1,171
6227,CC(C)(O)[C@@H]1CC[C@H](CC1)Nc2ccn3ncc(c4cccc(c4)C(F)(F)F)c3n2,c1ccc(-c2cnn3ccc(NC4CCCCC4)nc23)cc1,0,172
5669,CCCCN(CC)C\C=C\CCc1ccc(Cl)cc1,c1ccccc1,1,173
6204,OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5,c1ccc(-c2ccc(CN3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)cc1,1,174
6151,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(ccc5[nH]4)C#N)c2c1,O=c1ccc2ncccc2n1CCN1CCC(c2nc3ccccc3[nH]2)CC1,1,175
4021,CCOC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,O=c1cc(C2CCNCC2c2ccc(-c3ccccc3)cc2)cc[nH]1,1,176
1046,Cc1cc2c(cccc2cn1)c3nnc(SCCCN4CCc5ccc(cc5CC4)c6cc(C)nn6C)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ccn[nH]5)cc4CC3)[nH]2)c2ccncc2c1,1,177
7151,Clc1ccc(nc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)nc1,1,178
2404,NCC(=O)N1CCn2c(C1)nc(c2Nc3ccc4OCOc4c3)c5ccccc5,c1ccc(-c2nc3n(c2Nc2ccc4c(c2)OCO4)CCNC3)cc1,0,179
932,CCc1nn(C)c2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,c1cc(-c2nnc(SCCCN3CCc4cc5cn[nH]c5cc4CC3)[nH]2)c2cccnc2c1,1,180
8041,CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccc(F)cc4,O=S(=O)(NCc1ccn(-c2ccccc2)n1)c1cccc2cccnc12,1,181
1758,Oc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,1,182
1408,CC1=Nc2c(Cl)cccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,O=c1c2ccccc2ncn1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,1,183
682,Fc1ccc(CCN2CCN([C@H]3CCc4cc(CN5CCC(CC5)C(F)(F)F)ccc4C3)C(=O)C2)cc1,O=C1CN(CCc2ccccc2)CCN1C1CCc2cc(CN3CCCCC3)ccc2C1,1,184
7695,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,185
538,COc1ccc(cc1OC)C2CCN(CC[C@H]3CCOc4ccccc34)CC2,c1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1,1,186
8280,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccccc3[N+](=O)[O-])c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,1,187
3234,CCO[C@@H]1Cc2cc(ccc2[C@H]1N3CCN(C[C@@H]3C)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C(F)(F)F,O=C(c1cncnc1)N1CCC(N2CCN(C3CCc4ccccc43)CC2)CC1,1,188
876,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(OCCCN5CCCCC5)c(F)c4)CC3,O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1)c1cc(=O)c2ccccc2o1,0,189
1059,C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](O)(Cn3cncn3)c4ccc(F)cc4F,c1ccc(-c2csc(CC(Cn3cncn3)c3ccccc3)n2)cc1,0,190
2493,CN1c2nc(c(cc2C(CC1(C)C)C(=O)NCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)NCCC3)cc1,1,191
5362,COc1ccc(cc1C(C)O)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1,0,192
230,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,0,193
6196,COc1ccc(cc1)N2C=Nc3c(csc3C2=O)c4ccccc4C,O=c1c2scc(-c3ccccc3)c2ncn1-c1ccccc1,1,194
7757,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4C[C@@H](CCCc4c3OC)N5CCN(CCO)CC5)ncc2Cl,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1,1,195
3130,COc1cc(\C=C\c2nc(N)c3c(oc4ccccc34)n2)ccc1n5cnc(C)c5,C(=Cc1ncc2c(n1)oc1ccccc12)c1ccc(-n2ccnc2)cc1,1,196
2999,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,0,197
6030,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,O=c1[nH]cnc2cc(NC3CCCCC3)nc(Nc3cccc4cc[nH]c34)c12,0,198
189,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,C1=CC23CCNCc4cccc(c42)OC3CC1,0,199
5779,Cc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,1,200
3141,O=C1C=C(OCc2ccc3ccccc3c2)C=CN1c4ccc(OCCN5CCCC5)cc4,O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,201
4814,Cc1cc(C(=O)N)c(s1)c2cccc(OC(=O)NCCCCCCc3ccccc3)c2,O=C(NCCCCCCc1ccccc1)Oc1cccc(-c2cccs2)c1,1,202
1390,CN(C)Cc1cc(C)ccc1Oc2ccc(Cl)c(Cl)c2,c1ccc(Oc2ccccc2)cc1,1,203
3039,CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c2ccc(cc2)c3ccc(F)cn3,c1ccc(-c2ccc(C3CCOC3)cc2)nc1,0,204
7584,Fc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,205
3949,CCCOc1sc(C(=O)N2CCC(CC2)c3cccc(CN)c3)c(C)c1Br,O=C(c1cccs1)N1CCC(c2ccccc2)CC1,1,206
223,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,c1cc(N2CCCCC2)nc[nH+]1,0,207
7781,CCN1C(=O)Oc2ccc(cc12)c3ccc(C[C@H](NC(=O)[C@@H]4CNCCCO4)C#N)cc3,O=C(NCCc1ccc(-c2ccc3oc(=O)[nH]c3c2)cc1)C1CNCCCO1,0,208
3364,CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,1,209
6025,CN1Cc2ccc(cc2C1=O)c3ccc(C[C@H](NC(=O)C4(N)CCOCC4)C#N)cc3,O=C1NCc2ccc(-c3ccc(CCNC(=O)C4CCOCC4)cc3)cc21,0,210
1148,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(=O)(=O)C)c(C)c34)ccc2[nH]1,c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1,0,211
7809,Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccns5,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccns3)C4)ccc21,1,212
8213,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4cccs4,c1csc(-c2cc3c(NC4CCCNC4)nccc3s2)c1,0,213
7990,Cl.CN(C\C=C\C=C\c1ccc(cc1)c2ccccc2)Cc3ccc4CCCOc4c3,C(C=Cc1ccc(-c2ccccc2)cc1)=CCNCc1ccc2c(c1)OCCC2,0,214
5948,OC1CN(C[C@H](Oc2ncnc3c2cnn3c4ncccc4Cl)C(=O)Nc5ccc(F)cn5)C1,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccn1,0,215
916,Cc1nc(CN(C2CCN(CC2)C3(C)CCN(CC3)C(=O)c4c(C)cc[n+]([O-])c4C)c5ccccc5)cs1,O=C(c1ccc[nH+]c1)N1CCC(N2CCC(N(Cc3cscn3)c3ccccc3)CC2)CC1,0,216
6339,N#Cc1c(cc(nc1\N=C\2/SC=C(N2c3ccccc3)c4ccccc4)c5ccccc5)c6ccccc6,c1ccc(-c2cc(N=c3scc(-c4ccccc4)n3-c3ccccc3)nc(-c3ccccc3)c2)cc1,1,217
1298,Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5cccc(Cl)c5,O=C1C(Cc2cccc(OCCc3coc(-c4ccccc4)n3)c2)CN1c1ccccc1,1,218
2242,CC(N1CCN(CCN2Cc3ccccc3C2)C1=O)c4cccc(c4)C(F)(F)F,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,219
7259,CN1C(CN2CCC3(CC2)CCc4ccccc34)Cc5ccccc5C1=O,O=C1NC(CN2CCC3(CCc4ccccc43)CC2)Cc2ccccc21,1,220
7006,CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N,c1ccc(OCc2cc(N3CCC3)nc(-c3ccccn3)n2)cc1,1,221
6054,CN1CCN(CCC(=O)Nc2c(C)[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c2C)CC1,O=C(CCN1CCNCC1)Nc1c[nH]c(C=C2C(=O)Nc3ccccc32)c1,0,222
6924,NC1=NC2(CO1)c3cc(Br)ccc3OCC24CC4,C1=NC2(CO1)c1ccccc1OCC21CC1,1,223
2945,Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CCN(CCCSc4nnc(-c5cncs5)[nH]4)CCC2C3)cc1,1,224
18,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,225
8229,CCOC(=O)c1c(CN2CCOCC2)nc(nc1c3ccc(F)cc3Br)c4nccs4,c1ccc(-c2cc(CN3CCOCC3)nc(-c3nccs3)n2)cc1,1,226
7648,Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5,O=C(Cc1ccc(-n2cnnn2)nc1)N1CCN2CC(c3ccccc3)OCC2C1,1,227
4537,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3c(s2)COCC3)CC1,0,228
1550,OC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,c1ccc2sc(Oc3ccc(CN4CCCCC4)cc3)nc2c1,0,229
4437,O=C1CCc2ccccc2N1CCCN3CCC(CC3)N4C(=O)Nc5ccccc45,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,230
7531,Fc1ccc(OCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,231
8332,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(Cl)c4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,232
7726,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5=CCC(=O)N=C5,O=C1CC=C(c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)C=N1,1,233
7470,C[C@H]1N(CCc2c1ncn2c3ncc(F)cn3)C(=O)c4cccc(c4Cl)C(F)(F)F,O=C(c1ccccc1)N1CCc2c(ncn2-c2ncccn2)C1,1,234
4389,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc(cc5)C(=O)O)c6ccncn6,O=C1N(c2ccc(-c3ccccc3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,0,235
7168,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,236
6193,C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc3ccc(I)cc3F,c1ccc(Nc2cncc3cncn23)cc1,0,237
5128,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ncnc4ccc(cc34)C(F)(F)F)c5ccns5,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3ccns3)CC2)C1,0,238
1825,CN(C1CCNCC1)C(=O)N2CC(=C[C@@]2(CO)c3ccccc3)c4cc(F)ccc4F,O=C(NC1CCNCC1)N1CC(c2ccccc2)=CC1c1ccccc1,0,239
3667,Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)C4CCCCC4)c5cc(ccc15)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(C3CCCCC3)CC2)C1,1,240
1819,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)c3ccc(F)cc3,O=C(c1ccccc1)c1ccccc1NS(=O)(=O)c1ccccc1,1,241
4717,OC(=O)c1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,0,242
1444,CC1CN(CC(=O)C)CCN1c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl,c1nc2ccc(N3CCNCC3)cc2[nH]1,1,243
4835,CC(=O)N1CCC(CC1)c2cc(C)c(cc2C(F)(F)F)C(=O)NC(=N)N,c1ccc(C2CCNCC2)cc1,1,244
1796,Cc1cccc2[C@@H](O)C[C@H](CN3CCC(CC3)c4ccccc4C)CCc12,c1ccc(C2CCN(CC3CCc4ccccc4CC3)CC2)cc1,1,245
3430,CN([C@H]1CCOC1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,O=c1c2cc(NS(=O)(=O)NC3CCOC3)ccc2ccc2ncc(-c3cn[nH]c3)cc12,0,246
4443,O=C1CCc2ccccc2N1OCCN3CCC(CC3)N4C(=O)Nc5ccccc45,O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,247
2700,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCC3CCN(CC3)C(=O)c4ccccc4)C2,O=C(CNC(=O)c1ccccc1)NC1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,1,248
5749,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)c6nccs6,O=C(N1CCc2ncccc2C1)C12CC(NC3CCOCC3)CC1CN(c1nccs1)C2,0,249
6573,CCn1cc(cn1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7,O=c1[nH]nc(C2(c3cn[nH]c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)o1,0,250
30,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,0,251
2061,CCc1oc(CCc2cc(cc(NC(C)C)n2)N3CCOCC3)nc1C,c1cc(N2CCOCC2)cc(CCc2ncco2)n1,1,252
6112,O=C(Nc1nc2cccc(c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C5CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,0,253
5157,CN1CC=CCC(C1)c2ccc(Cl)c(Cl)c2,C1=CCC(c2ccccc2)CNC1,1,254
6376,NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC=C.OC(=O)C(F)(F)F,c1ccc(C2CC2)cc1,1,255
5635,CC(C)c1nnc(C)n1[C@H]2C[C@H]3CC[C@@H](C2)N3CCC(CNS(=O)(=O)c4ccccc4)c5ccccc5,O=S(=O)(NCC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)c1ccccc1,1,256
2490,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(OC(F)(F)F)cc5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,257
3824,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,O=c1ccc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,258
5232,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,259
2803,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0,260
2974,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5ccc(Br)cc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,261
7735,CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n3CCOCc13)c4ccc(nc4)C(F)(F)F,O=C(NCc1cccnc1)c1cc(C(=O)N2CCCC2)n2c1COCC2,1,262
2511,Fc1ccccc1C(Cc2ccccc2OC(F)(F)F)N3CCNCC3,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,1,263
5223,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCC4)c5ccc(Cl)cc5,O=C(NC(CCN1CCCC1)c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,264
5613,Fc1cc2C(=O)OCc2cc1CCN3CCN(CC3)C(=O)Cc4ccc(cc4)n5cnnn5,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,0,265
7310,Cn1c(nc2ccc(cc12)N3C=CC(=CC3=O)OCc4ccc(Cl)s4)C5CC5,O=c1cc(OCc2cccs2)ccn1-c1ccc2nc(C3CC3)[nH]c2c1,1,266
1277,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCCO3)CC1)c1cc(=O)c2ccccc2o1,1,267
