,Canonical_smiles,IC50(nM),ClassA,ClassB,ClassC,ClassD,ClassE,ClassI,ClassJ,No,Murcko
5539,COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1C4CCN(CC4)C(C)C,11000.0,0,0,,,,0,1,6914,c1ccc(Nc2cnnc3ccc(C4CCNCC4)cc23)cc1
1203,CS(=O)(=O)c1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OC4CCN(CC4)C5CCC5)cc3.OC=O,63095.73,0,0,0,0,0,0,0,6915,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1
5360,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN3CC[C@@H](C3)N4C(=O)Cc5ccccc45)C2,2400.0,0,,,,,1,1,6916,O=C1Cc2ccccc2N1C1CCN(CC2CC3CCC(C2)N3)C1
3052,O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCOCC5)c3,30000.0,0,0,0,,,0,0,6917,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCOCC2)c1
5639,CN1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c3cccc4oc(nc34)N5CCOCC5,1400.0,0,,,,,1,1,6918,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(N3CCOCC3)nc12
5818,Cc1cccc(c1)C(=O)Nc2cccc(NC(=O)c3cccc(c3)C(F)(F)F)c2,30000.0,0,0,0,,,0,0,6919,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1
2990,Cl.Cc1cc(nc(C)n1)C(=O)NCCCN2CCN(CC2)c3cccc(Cl)c3Cl,10000.0,0,,,,,1,1,6920,O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccncn1
3833,CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)OCc3ccccc3,30000.0,0,0,0,,,0,0,6921,O=C(NCc1ccccc1-c1ccccc1)OCc1ccccc1
7913,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4ccccn4,3800.0,0,,,,,1,1,6922,C1=C(CN2CCOCC2)NC(c2ccccn2)=NC1c1ccccc1
2047,COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)C3CCC(CC3)(NC(=O)C)c4ccccc4)C(C)(C)C2,10000.0,0,,,,,1,1,6923,O=C(C1CCC(NCc2ccccc2)CC1)C1CCC(c2ccccc2)CC1
7003,Cc1cc(COc2ccc(F)c(F)c2F)nc(n1)c3ccccn3,31622.78,0,0,0,0,,0,0,6924,c1ccc(OCc2ccnc(-c3ccccn3)n2)cc1
3750,Clc1cc(Cl)cc(c1)C(=O)NCC2(CCN(CCc3ccccc3)CC2)C#N,360.0,1,1,1,1,1,1,1,6925,O=C(NCC1CCN(CCc2ccccc2)CC1)c1ccccc1
46,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1000000.0,0,0,0,0,0,0,0,6926,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
5735,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)OCC(C)C,50000.0,0,0,0,0,0,0,0,6927,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2
2327,CC(=O)Nc1ccc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,40000.0,0,0,0,0,,0,0,6928,c1cncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)c1
8156,Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5cc(ns5)c6ccccc6,9.5,1,1,1,1,1,1,1,6929,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3cc(-c5ccccc5)ns3)C4=O)ccc21
2098,N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(F)cc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,81000.0,0,0,0,0,0,0,0,6930,c1ccc(C2CCn3c(nc4cnccc43)C2)cc1
509,Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4cccc(c4)C#N)c5ccccc5,1300.0,0,,,,,1,1,6931,O=C(c1ccc[nH+]c1)N1CCC(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1
269,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F,1000000.0,0,0,0,0,0,0,0,6932,O=C(Nc1ccccc1)c1cnoc1
5892,CC[C@@]1([C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]12)c5cccc(c5)C(=O)N,2200.0,0,,,,,1,1,6933,c1ccc(C2C3CN(CC4Cc5ccccc5C4)CC32)cc1
3187,OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4ccccc34)c5ccc(Cl)cc5)c(c1)C(F)(F)F,20000.0,0,0,,,,0,1,6934,O=C(Nc1ccccc1)C(C1CCCCC1)n1c(-c2ccccc2)nc2ccccc21
1074,COc1ccc(cc1)C2=CC(=O)c3cc(Cl)ccc3O2,13000.0,0,0,,,,0,1,6936,O=c1cc(-c2ccccc2)oc2ccccc12
4901,CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(cc3)C(=O)O)CC2)c4ccccc14,100000.0,0,0,0,0,0,0,0,6937,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccccc12
3105,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5,130.0,1,1,1,1,1,1,1,6938,c1ccc(COc2cccc(-c3cn(C4CC(CN5CCC5)C4)c4ncncc34)c2)cc1
791,C[C@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(cc4)C#N.OC=O,63095.73,0,0,0,0,0,0,0,6939,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1
6885,Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(cc5[nH]4)S(=O)(=O)C)c3N,10000.0,0,,,,,1,1,6940,O=C(c1cnn(-c2ccc3[nH]cnc3c2)c1)c1cc2ccccc2[nH]1
1042,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(C)(F)F)n2C,5011.87,0,,,,,1,1,6941,c1ncc(-c2nnc(SCCCN3CCc4ccc5ncoc5c4CC3)[nH]2)o1
7555,Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4cnc(nc4)n5cnnn5,25200.0,0,0,0,,,0,0,6942,O=C(Cc1cnc(-n2cnnn2)nc1)N1CCN2CC(c3ccccc3)OCC2C1
5942,C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,100000.0,0,0,0,0,0,0,0,6943,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1
5590,COc1ccc(cc1)S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c4ccccc24,11490.0,0,0,,,,0,1,6944,O=C(Cn1cc(CCNS(=O)(=O)c2ccccc2)c2ccccc21)Nc1ccccc1
159,Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,1000000.0,0,0,0,0,0,0,0,6945,c1ccc(-c2cnc3ncncc3n2)cc1
5115,FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCC[C@@H]3C[C@H](C4)NC5CCCC5,33500.0,0,0,0,0,,0,0,6946,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCCC1)C2
4620,COc1ncc(cn1)c2ccccc2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3,10000.0,0,,,,,1,1,6947,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1
372,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,1000000.0,0,0,0,0,0,0,0,6948,C1=CC(c2ccccc2)C=CN1
1773,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N(C)C)c(C)c3)ncc2F,32000.0,0,0,0,0,,0,0,6949,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
3810,Cl.OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCC(CC3)c4ccccc4,3460.0,0,,,,,1,1,6950,O=C(CCc1ccccc1)c1ccccc1OCCCN1CCC(c2ccccc2)CC1
2279,CC(C)(C)C1(C)Cc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccc(N)cn5)cccc2O1,11220.18,0,0,,,,0,1,6951,O=C(c1ccccn1)N1CCC2(CCN(Cc3cccc4c3CCO4)CC2)CC1
7903,CC(C)C(=O)N1CCC[C@H](C1)c2nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c5c(N)nccn25,2800.0,0,,,,,1,1,6952,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCNC3)n3ccncc23)cc1
4963,Cc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,35000.0,0,0,0,0,,0,0,6953,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cccnc3)CC2)C1
3246,COc1ccc(cc1)[C@H]2CN(CCC3CCOCC3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,1960.0,0,,,,,1,1,6954,O=C(NCC1CN(CCC2CCOCC2)CC1c1ccccc1)c1ccccc1
1638,CNCc1ccc(Cl)cc1Oc2ccc(Cl)c(Cl)c2,1240.0,0,,,,,1,1,6955,c1ccc(Oc2ccccc2)cc1
8226,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccc(F)nc4)C(=O)N)C1(C)C,35000.0,0,0,0,0,,0,0,6956,c1cncc(-c2cc3c(NC4CCCC4)ccnn3c2)c1
999,COc1ccccc1Oc2ccccc2CN3CCC4(CC3)CCN(CC4)C(=O)c5cccc[n+]5[O-],1905.46,0,,,,,1,1,6957,O=C(c1cccc[nH+]1)N1CCC2(CCN(Cc3ccccc3Oc3ccccc3)CC2)CC1
3684,CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3noc4ccc(cc34)C(F)(F)F,5600.0,0,,,,,1,1,6958,O=C(CNc1noc2ccccc12)NC1CN(C2CCCCC2)C1
6234,CS(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C,4000.0,0,,,,,1,1,6959,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1
1489,Cc1cccc(C)c1C(=O)N2CCC(CC2)N3CCC(CC3)N(Cc4ccccc4)C(=O)C5CCC5,3410.0,0,,,,,1,1,6960,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1
1542,CCOC(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3,2830.0,0,,,,,1,1,6961,c1ccc(-c2ccccc2CNC2CCNC2)cc1
6788,Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(C5CC5)c(cn4)C#N)CC3,10000.0,0,,,,,1,1,6962,O=C1OCc2cc(CCN3CCN(CCc4cc(C5CC5)ccn4)CC3)ccc21
6390,Fc1cccc(Cn2cc(NCCN3CCCCC3)nn2)c1,10000.0,0,,,,,1,1,6963,c1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1
2634,OC(C(N1CCCCC1)c2ccccc2)(c3cccnc3)c4cccnc4,14000.0,0,0,,,,0,1,6964,c1ccc(C(C(c2cccnc2)c2cccnc2)N2CCCCC2)cc1
3692,CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNC3=NC(Cc4ccccc4)c5ccc(cc35)C(F)(F)F,1400.0,0,,,,,1,1,6965,O=C(CNC1=NC(Cc2ccccc2)c2ccccc21)NC1CN(C2CCCCC2)C1
3533,COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc(OC(F)(F)F)c4)nn3,720.0,1,1,1,1,1,1,1,6966,c1ccc(Cn2cc(-c3ccc(-n4ccnc4)cc3)nn2)cc1
3647,N[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccc4,6200.0,0,,,,,1,1,6967,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccccc3)CC2)C1
3493,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)CN,16000.0,0,0,,,,0,1,6968,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1
2882,CC(C)(C)CCC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2,10000.0,0,,,,,1,1,6969,O=C(c1ccc2[nH]ncc2c1)C1CCCN1
4872,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15,11000.0,0,0,,,,0,1,6970,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21
907,CN(C)c1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,19952.62,0,0,,,,0,1,6971,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1
343,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,1000000.0,0,0,0,0,0,0,0,6972,c1ccc(Cc2ccccc2)cc1
7611,COc1c2CCCC(Cc2ccc1Nc3ncc(Cl)c(Nc4ccccc4n5cccn5)n3)N6CCN(CCO)CC6,3700.0,0,,,,,1,1,6973,c1ccc(-n2cccn2)c(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)c1
1879,O=C1[C@H]2CCN1c3ccccc3c4cccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)c4,2600.0,0,,,,,1,1,6974,O=C1C2CCN1c1ccccc1-c1cccc(c1)Oc1cccc(c1)Cn1cncc1CN2
1363,CNC(C)c1cc(C)ccc1Oc2ccc(Cl)c(Cl)c2,2690.0,0,,,,,1,1,6975,c1ccc(Oc2ccccc2)cc1
6667,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NC(=O)c5ccc6OCC(=O)Nc6n5)c2n1,60000.0,0,0,0,0,0,0,0,6976,O=C1COc2ccc(C(=O)NC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
1142,C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(O)nc3.OC(=O)C(F)(F)F,8300.0,0,,,,,1,1,6977,O=C(CCc1ccc(-c2cccnc2)cc1)N1CCCC1
4756,C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)CC#N,16000.0,0,0,,,,0,1,6978,O=C(NCCCN1CCC(NCc2ccsc2)CC1)c1cccnc1
2950,Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,251.19,1,1,1,1,1,1,1,6979,c1ccc(C23CCC(NCCCSc4nnc(-c5cnco5)[nH]4)C2C3)cc1
2802,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)\C(=C/O)\C[C@]4(C)[C@H]3CC[C@]12C,1000000.0,0,0,0,0,0,0,0,6980,C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O
2322,COc1cc(ccn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,204.08,1,1,1,1,1,1,1,6981,c1cc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)ccn1
3418,COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,30400.0,0,0,0,0,,0,0,6982,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1
6824,CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(cc23)c4cccc(c4)S(=O)(=O)C,33000.0,0,0,0,0,,0,0,6983,c1ccc(-c2ccn3ncc(-c4ccccc4)c3c2)cc1
176,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1000000.0,0,0,0,0,0,0,0,6984,O=C1C=CC2C(=C1)CCC1C3CCCC3CC(=O)C21
1723,CN1Cc2cncn2Cc3ccc(C#N)c(Oc4ccc5CC[C@@H](N6CC[C@@H]1C6=O)c5c4)c3,2600.0,0,,,,,1,1,6985,O=C1C2CCN1C1CCc3ccc(cc31)Oc1cccc(c1)Cn1cncc1CN2
126,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1000000.0,0,0,0,0,0,0,0,6986,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1
243,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,1000000.0,0,0,0,0,0,0,0,6987,c1ccccc1
8322,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cccc(Cl)c4,70000.0,0,0,0,0,0,0,0,6988,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1
4082,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(C4CCCCC4)C5CCCCC5)nn3,1390.0,0,,,,,1,1,6989,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(C1CCCCC1)C1CCCCC1
5035,Clc1cnc2nc(Oc3ccc(CN4CCCCC4)cc3)sc2c1,10000.0,0,,,,,1,1,6990,c1cnc2nc(Oc3ccc(CN4CCCCC4)cc3)sc2c1
2284,CC1(C)Cc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccc(N)cn5)c2O1,37153.52,0,0,0,0,,0,0,6991,O=C(c1ccccn1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1
4240,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3CC(CCc3n2C)C4CCOCC4,33000.0,0,0,0,0,,0,0,6992,c1ccc2c3c([nH]c2c1)CCC(C1CCOCC1)C3
7384,CC(=O)N1CCC(CC1)n2ncc(Nc3ncc(Cl)c(n3)c4cnc5ccccn45)c2C,21000.0,0,0,0,,,0,0,6993,c1ccn2c(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)cnc2c1
4471,CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCC(F)(F)F)nc4,12589.25,0,0,,,,0,1,6994,O=C(NC1COc2cccc(N3CCNCC3)c2C1)c1cccnc1
7011,Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F,6309.57,0,,,,,1,1,6995,c1ccc(OCc2cc(OCC3COC3)nc(-c3ccccn3)n2)cc1
8201,NC(=O)c1cn(nc1Nc2ccc(cc2)n3ccnn3)[C@H]4COCC[C@@H]4C#N,13200.0,0,0,,,,0,1,6996,c1cn(-c2ccc(Nc3ccn(C4CCCOC4)n3)cc2)nn1
3780,CN1Cc2cc(Cl)ccc2n3c(C1)nnc3C4CCN(CC4)c5ccccn5,17900.0,0,0,,,,0,1,6997,c1ccc(N2CCC(c3nnc4n3-c3ccccc3CNC4)CC2)nc1
7273,COc1cc2c(CCC(N)C2(C)C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,44000.0,0,0,0,0,0,0,0,6998,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC4)n2)cc1
7193,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,10000.0,0,,,,,1,1,6999,c1ccc2c(Cc3ccc4[nH]ncc4c3)n[nH]c2c1
7520,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccccc5)C3)n2C,4677.35,0,,,,,1,1,7000,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1
3116,COc1cc(\C=C\C2=Nc3ccccc3C(=O)N2)ccc1n4cnc(C)c4,10000.0,0,,,,,1,1,7001,O=c1[nH]c(C=Cc2ccc(-n3ccnc3)cc2)nc2ccccc12
3791,NC(=O)N1C(=O)\C(=C(/O)\c2cccs2)\c3cc(Cl)ccc13,1000000.0,0,0,0,0,0,0,0,7002,O=C1Nc2ccccc2C1=Cc1cccs1
5269,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,12000.0,0,0,,,,0,1,7003,c1ccc(CN2CCc3cc4ncsc4cc3CC2)cc1
6971,NC1=NC2(CO1)c3cc(ccc3OC(CCC(F)(F)F)C24CCC4)c5cncnc5,10000.0,0,,,,,1,1,7004,C1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CCC1
2680,COc1ccc2C(=C(CCN(C)C)Cc2c1)Cc3cnccn3,2100.0,0,,,,,1,1,7005,C1=C(Cc2cnccn2)c2ccccc2C1
4799,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,100000.0,0,0,0,0,0,0,0,7006,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1
4873,NC1=NC(c2cccc(c2)c3cncc(c3)C#N)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15,1700.0,0,,,,,1,1,7007,C1=NC(c2ccncc2)(c2cccc(-c3cccnc3)c2)c2ccccc21
5667,CCCCN(CC)CC#CCOCc1ccc(Cl)cc1,7372.0,0,,,,,1,1,7008,c1ccccc1
2922,C[C@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,1.8,1,1,1,1,1,1,1,7009,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1
6656,Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1,501.19,1,1,1,1,1,1,1,7010,c1ccc(CNc2ccnc3ccccc23)cc1
7195,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cccnn5,125.89,1,1,1,1,1,1,1,7011,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnn5)[nH]4)CC32)cc1
1731,CS(=O)(=O)c1ccc(OCC2CC2)c(c1)C(=O)N3CCN(CC3)c4ccc(cc4F)C#N,600.0,1,1,1,1,1,1,1,7012,O=C(c1ccccc1OCC1CC1)N1CCN(c2ccccc2)CC1
5158,CN1CC=CC[C@@H](C1)c2ccc(Cl)c(Cl)c2,10000.0,0,,,,,1,1,7013,C1=CCC(c2ccccc2)CNC1
3921,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C)c4,3000.0,0,,,,,1,1,7014,c1ccc(CN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cc1
232,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,1000000.0,0,0,0,0,0,0,0,7015,c1ccc2ccccc2c1
6683,N[C@H]1COC[C@@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,2800.0,0,,,,,1,1,7016,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OC7CCOC7)nc56)(CC3)OC4)nc2N1
4273,C[C@H]1CCCN1C(=O)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,12000.0,0,0,,,,0,1,7017,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1)N1CCCC1
5896,NCC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,18300.0,0,0,,,,0,1,7018,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1
1354,CNCc1cc(ccc1Oc2ccc(Cl)c(Cl)c2)C#N,4560.0,0,,,,,1,1,7019,c1ccc(Oc2ccccc2)cc1
6839,CC1(C)Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cc(Cl)cnc5F,1001.0,0,,,,,1,1,7020,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1
6679,OC1=CNC(=CC1=O)COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,5300.0,0,,,,,1,1,7021,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCc7cc(=O)cc[nH]7)nc56)(CC3)OC4)nc2N1
4109,Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(cc3)C(F)F)cc12)N4CCC(O)(CC4)C5CC5,2500.0,0,,,,,1,1,7022,O=C(C=Cc1ccccc1)Nc1ccc2nc(N3CCC(C4CC4)CC3)ncc2c1
6368,N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,8500.0,0,,,,,1,1,7023,c1cc(Nc2cccc(NC3CCCCC3)n2)cc(-n2nccn2)c1
6402,COc1ccc(Oc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO)cc1,37000.0,0,0,0,0,,0,0,7024,O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCC2(CCNCC2)C1
2784,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,40000.0,0,0,0,0,,0,0,7025,O=C(c1ccccc1)N1CCN(c2ncccn2)CC1
1995,Cc1oc2ccc(cc2c1)\N=C(\NC#N)/N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O,80000.0,0,0,0,0,0,0,0,7026,O=C(CN1CCCCC(NC=Nc2ccc3occc3c2)C1=O)N1CCCC1
7280,CC(=O)N1Cc2ccccc2CC1CN3CCC4(CC3)CCc5ccccc45,500.0,1,1,1,1,1,1,1,7027,c1ccc2c(c1)CNC(CN1CCC3(CCc4ccccc43)CC1)C2
7332,FC1(CCc2ccc3C(=O)OCc3c2)CCN(CC1)C(=O)Cc4ccc(cc4)n5cnnn5,2100.0,0,,,,,1,1,7029,O=C1OCc2cc(CCC3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21
5114,CCC(CC)N[C@@H]1C[C@H]2CCC[C@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F,50000.0,0,0,0,0,0,0,0,7030,O=C(N1CCc2ncccc2C1)C12CCCC1CCC2
959,Cc1oc2c(C)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,12589.25,0,0,,,,0,1,7031,c1cc(-c2nnc(SCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1
3920,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C,12000.0,0,0,,,,0,1,7033,c1ccc(CN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cc1
1623,CNCCC(c1ccccc1)c2c[nH]c3ccccc23,1000.0,1,1,1,1,1,1,1,7034,c1ccc(Cc2c[nH]c3ccccc23)cc1
